[10/May/2026:19:33:49 +0000] - 502 502 - GET http stat.soydan.fun "/" [Client 172.17.0.7] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "-"
[10/May/2026:19:44:02 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/container_stats/records?page=1&perPage=500&skipTotal=1&filter=system%3D%27617cutke47es2vf%27%20%26%26%20created%20%3E%20%272026-05-10%2019%3A43%3A03%27%20%26%26%20type%3D%271m%27&fields=created%2Cstats&sort=created" [Client 172.17.0.7] [Length 862] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/system/617cutke47es2vf"
[10/May/2026:19:46:08 +0000] - 200 200 - GET http stat.soydan.fun "/" [Client 172.17.0.7] [Length 728] [Gzip 1.75] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "-"
[10/May/2026:19:46:08 +0000] - 200 200 - GET http stat.soydan.fun "/api/beszel/info" [Client 172.17.0.7] [Length 115] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/"
[10/May/2026:19:46:08 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/user_settings/records?page=1&perPage=1&filter=&skipTotal=1&fields=settings" [Client 172.17.0.7] [Length 129] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/"
[10/May/2026:19:46:08 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/systems/records?page=1&perPage=500&skipTotal=1&sort=%2Bname&fields=id%2Cname%2Chost%2Cport%2Cinfo%2Cstatus" [Client 172.17.0.7] [Length 266] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/"
[10/May/2026:19:46:08 +0000] - 204 204 - POST http stat.soydan.fun "/api/realtime" [Client 172.17.0.7] [Length 0] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/"
[10/May/2026:19:46:08 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/alerts/records?page=1&perPage=500&skipTotal=1&fields=id%2Cname%2Csystem%2Cvalue%2Cmin%2Ctriggered&sort=updated" [Client 172.17.0.7] [Length 68] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/"
[10/May/2026:19:46:09 +0000] - 204 204 - POST http stat.soydan.fun "/api/realtime" [Client 172.17.0.7] [Length 0] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/"
[10/May/2026:19:47:01 +0000] - 200 200 - GET http stat.soydan.fun "/api/realtime" [Client 172.17.0.7] [Length 524] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/"
[10/May/2026:19:47:01 +0000] - 200 200 - GET http stat.soydan.fun "/api/realtime" [Client 172.17.0.7] [Length 4892] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/"
[10/May/2026:19:47:01 +0000] - 200 200 - GET http stat.soydan.fun "/api/realtime" [Client 172.17.0.7] [Length 4495] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/"
[10/May/2026:19:47:01 +0000] - 200 200 - GET http stat.soydan.fun "/api/realtime" [Client 172.17.0.7] [Length 2509] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/"
